sample_id,group,label,source_split,split
allspice_4.csv::w6,data\raw\SmellNet\base_data\training\allspice\allspice_4.csv,allspice,train,train
allspice_4.csv::w7,data\raw\SmellNet\base_data\training\allspice\allspice_4.csv,allspice,train,train
allspice_4.csv::w8,data\raw\SmellNet\base_data\training\allspice\allspice_4.csv,allspice,train,train
allspice_5.csv::w0,data\raw\SmellNet\base_data\training\allspice\allspice_5.csv,allspice,train,val
allspice_5.csv::w1,data\raw\SmellNet\base_data\training\allspice\allspice_5.csv,allspice,train,val
allspice_5.csv::w2,data\raw\SmellNet\base_data\training\allspice\allspice_5.csv,allspice,train,val
allspice_5.csv::w3,data\raw\SmellNet\base_data\training\allspice\allspice_5.csv,allspice,train,val
allspice_5.csv::w4,data\raw\SmellNet\base_data\training\allspice\allspice_5.csv,allspice,train,val
allspice_5.csv::w5,data\raw\SmellNet\base_data\training\allspice\allspice_5.csv,allspice,train,val
allspice_5.csv::w6,data\raw\SmellNet\base_data\training\allspice\allspice_5.csv,allspice,train,val
allspice_5.csv::w7,data\raw\SmellNet\base_data\training\allspice\allspice_5.csv,allspice,train,val
allspice_5.csv::w8,data\raw\SmellNet\base_data\training\allspice\allspice_5.csv,allspice,train,val
almond_1.csv::w0,data\raw\SmellNet\base_data\training\almond\almond_1.csv,almond,train,train
almond_1.csv::w1,data\raw\SmellNet\base_data\training\almond\almond_1.csv,almond,train,train
almond_1.csv::w2,data\raw\SmellNet\base_data\training\almond\almond_1.csv,almond,train,train
almond_1.csv::w3,data\raw\SmellNet\base_data\training\almond\almond_1.csv,almond,train,train
almond_1.csv::w4,data\raw\SmellNet\base_data\training\almond\almond_1.csv,almond,train,train
almond_1.csv::w5,data\raw\SmellNet\base_data\training\almond\almond_1.csv,almond,train,train
almond_1.csv::w6,data\raw\SmellNet\base_data\training\almond\almond_1.csv,almond,train,train
almond_1.csv::w7,data\raw\SmellNet\base_data\training\almond\almond_1.csv,almond,train,train
almond_1.csv::w8,data\raw\SmellNet\base_data\training\almond\almond_1.csv,almond,train,train
almond_2.csv::w0,data\raw\SmellNet\base_data\training\almond\almond_2.csv,almond,train,train
almond_2.csv::w1,data\raw\SmellNet\base_data\training\almond\almond_2.csv,almond,train,train
almond_2.csv::w2,data\raw\SmellNet\base_data\training\almond\almond_2.csv,almond,train,train
almond_2.csv::w3,data\raw\SmellNet\base_data\training\almond\almond_2.csv,almond,train,train
almond_2.csv::w4,data\raw\SmellNet\base_data\training\almond\almond_2.csv,almond,train,train
almond_2.csv::w5,data\raw\SmellNet\base_data\training\almond\almond_2.csv,almond,train,train
almond_2.csv::w6,data\raw\SmellNet\base_data\training\almond\almond_2.csv,almond,train,train
almond_2.csv::w7,data\raw\SmellNet\base_data\training\almond\almond_2.csv,almond,train,train
almond_2.csv::w8,data\raw\SmellNet\base_data\training\almond\almond_2.csv,almond,train,train
almond_3.csv::w0,data\raw\SmellNet\base_data\training\almond\almond_3.csv,almond,train,train
almond_3.csv::w1,data\raw\SmellNet\base_data\training\almond\almond_3.csv,almond,train,train
almond_3.csv::w2,data\raw\SmellNet\base_data\training\almond\almond_3.csv,almond,train,train
almond_3.csv::w3,data\raw\SmellNet\base_data\training\almond\almond_3.csv,almond,train,train
almond_3.csv::w4,data\raw\SmellNet\base_data\training\almond\almond_3.csv,almond,train,train
almond_3.csv::w5,data\raw\SmellNet\base_data\training\almond\almond_3.csv,almond,train,train
almond_3.csv::w6,data\raw\SmellNet\base_data\training\almond\almond_3.csv,almond,train,train
almond_3.csv::w7,data\raw\SmellNet\base_data\training\almond\almond_3.csv,almond,train,train
almond_3.csv::w8,data\raw\SmellNet\base_data\training\almond\almond_3.csv,almond,train,train
almond_4.csv::w0,data\raw\SmellNet\base_data\training\almond\almond_4.csv,almond,train,val
almond_4.csv::w1,data\raw\SmellNet\base_data\training\almond\almond_4.csv,almond,train,val
almond_4.csv::w2,data\raw\SmellNet\base_data\training\almond\almond_4.csv,almond,train,val
almond_4.csv::w3,data\raw\SmellNet\base_data\training\almond\almond_4.csv,almond,train,val
almond_4.csv::w4,data\raw\SmellNet\base_data\training\almond\almond_4.csv,almond,train,val
almond_4.csv::w5,data\raw\SmellNet\base_data\training\almond\almond_4.csv,almond,train,val
almond_4.csv::w6,data\raw\SmellNet\base_data\training\almond\almond_4.csv,almond,train,val
almond_4.csv::w7,data\raw\SmellNet\base_data\training\almond\almond_4.csv,almond,train,val
almond_4.csv::w8,data\raw\SmellNet\base_data\training\almond\almond_4.csv,almond,train,val
almond_5.csv::w0,data\raw\SmellNet\base_data\training\almond\almond_5.csv,almond,train,train
almond_5.csv::w1,data\raw\SmellNet\base_data\training\almond\almond_5.csv,almond,train,train
almond_5.csv::w2,data\raw\SmellNet\base_data\training\almond\almond_5.csv,almond,train,train
almond_5.csv::w3,data\raw\SmellNet\base_data\training\almond\almond_5.csv,almond,train,train
almond_5.csv::w4,data\raw\SmellNet\base_data\training\almond\almond_5.csv,almond,train,train
almond_5.csv::w5,data\raw\SmellNet\base_data\training\almond\almond_5.csv,almond,train,train
almond_5.csv::w6,data\raw\SmellNet\base_data\training\almond\almond_5.csv,almond,train,train
almond_5.csv::w7,data\raw\SmellNet\base_data\training\almond\almond_5.csv,almond,train,train
almond_5.csv::w8,data\raw\SmellNet\base_data\training\almond\almond_5.csv,almond,train,train
angelica_1.csv::w0,data\raw\SmellNet\base_data\training\angelica\angelica_1.csv,angelica,train,train
angelica_1.csv::w1,data\raw\SmellNet\base_data\training\angelica\angelica_1.csv,angelica,train,train
angelica_1.csv::w2,data\raw\SmellNet\base_data\training\angelica\angelica_1.csv,angelica,train,train
angelica_1.csv::w3,data\raw\SmellNet\base_data\training\angelica\angelica_1.csv,angelica,train,train
angelica_1.csv::w4,data\raw\SmellNet\base_data\training\angelica\angelica_1.csv,angelica,train,train
angelica_1.csv::w5,data\raw\SmellNet\base_data\training\angelica\angelica_1.csv,angelica,train,train
angelica_1.csv::w6,data\raw\SmellNet\base_data\training\angelica\angelica_1.csv,angelica,train,train
angelica_1.csv::w7,data\raw\SmellNet\base_data\training\angelica\angelica_1.csv,angelica,train,train
angelica_1.csv::w8,data\raw\SmellNet\base_data\training\angelica\angelica_1.csv,angelica,train,train
angelica_2.csv::w0,data\raw\SmellNet\base_data\training\angelica\angelica_2.csv,angelica,train,train
angelica_2.csv::w1,data\raw\SmellNet\base_data\training\angelica\angelica_2.csv,angelica,train,train
angelica_2.csv::w2,data\raw\SmellNet\base_data\training\angelica\angelica_2.csv,angelica,train,train
angelica_2.csv::w3,data\raw\SmellNet\base_data\training\angelica\angelica_2.csv,angelica,train,train
angelica_2.csv::w4,data\raw\SmellNet\base_data\training\angelica\angelica_2.csv,angelica,train,train
angelica_2.csv::w5,data\raw\SmellNet\base_data\training\angelica\angelica_2.csv,angelica,train,train
angelica_2.csv::w6,data\raw\SmellNet\base_data\training\angelica\angelica_2.csv,angelica,train,train
angelica_2.csv::w7,data\raw\SmellNet\base_data\training\angelica\angelica_2.csv,angelica,train,train
angelica_2.csv::w8,data\raw\SmellNet\base_data\training\angelica\angelica_2.csv,angelica,train,train
angelica_3.csv::w0,data\raw\SmellNet\base_data\training\angelica\angelica_3.csv,angelica,train,val
angelica_3.csv::w1,data\raw\SmellNet\base_data\training\angelica\angelica_3.csv,angelica,train,val
angelica_3.csv::w2,data\raw\SmellNet\base_data\training\angelica\angelica_3.csv,angelica,train,val
angelica_3.csv::w3,data\raw\SmellNet\base_data\training\angelica\angelica_3.csv,angelica,train,val
angelica_3.csv::w4,data\raw\SmellNet\base_data\training\angelica\angelica_3.csv,angelica,train,val
angelica_3.csv::w5,data\raw\SmellNet\base_data\training\angelica\angelica_3.csv,angelica,train,val
angelica_3.csv::w6,data\raw\SmellNet\base_data\training\angelica\angelica_3.csv,angelica,train,val
angelica_3.csv::w7,data\raw\SmellNet\base_data\training\angelica\angelica_3.csv,angelica,train,val
angelica_3.csv::w8,data\raw\SmellNet\base_data\training\angelica\angelica_3.csv,angelica,train,val
angelica_4.csv::w0,data\raw\SmellNet\base_data\training\angelica\angelica_4.csv,angelica,train,train
angelica_4.csv::w1,data\raw\SmellNet\base_data\training\angelica\angelica_4.csv,angelica,train,train
angelica_4.csv::w2,data\raw\SmellNet\base_data\training\angelica\angelica_4.csv,angelica,train,train
angelica_4.csv::w3,data\raw\SmellNet\base_data\training\angelica\angelica_4.csv,angelica,train,train
angelica_4.csv::w4,data\raw\SmellNet\base_data\training\angelica\angelica_4.csv,angelica,train,train
angelica_4.csv::w5,data\raw\SmellNet\base_data\training\angelica\angelica_4.csv,angelica,train,train
angelica_4.csv::w6,data\raw\SmellNet\base_data\training\angelica\angelica_4.csv,angelica,train,train
angelica_4.csv::w7,data\raw\SmellNet\base_data\training\angelica\angelica_4.csv,angelica,train,train
angelica_4.csv::w8,data\raw\SmellNet\base_data\training\angelica\angelica_4.csv,angelica,train,train
angelica_5.csv::w0,data\raw\SmellNet\base_data\training\angelica\angelica_5.csv,angelica,train,train
angelica_5.csv::w1,data\raw\SmellNet\base_data\training\angelica\angelica_5.csv,angelica,train,train
angelica_5.csv::w2,data\raw\SmellNet\base_data\training\angelica\angelica_5.csv,angelica,train,train
angelica_5.csv::w3,data\raw\SmellNet\base_data\training\angelica\angelica_5.csv,angelica,train,train
angelica_5.csv::w4,data\raw\SmellNet\base_data\training\angelica\angelica_5.csv,angelica,train,train
angelica_5.csv::w5,data\raw\SmellNet\base_data\training\angelica\angelica_5.csv,angelica,train,train
angelica_5.csv::w6,data\raw\SmellNet\base_data\training\angelica\angelica_5.csv,angelica,train,train
angelica_5.csv::w7,data\raw\SmellNet\base_data\training\angelica\angelica_5.csv,angelica,train,train
angelica_5.csv::w8,data\raw\SmellNet\base_data\training\angelica\angelica_5.csv,angelica,train,train
apple_1.csv::w0,data\raw\SmellNet\base_data\training\apple\apple_1.csv,apple,train,train
apple_1.csv::w1,data\raw\SmellNet\base_data\training\apple\apple_1.csv,apple,train,train
apple_1.csv::w2,data\raw\SmellNet\base_data\training\apple\apple_1.csv,apple,train,train
apple_1.csv::w3,data\raw\SmellNet\base_data\training\apple\apple_1.csv,apple,train,train
apple_1.csv::w4,data\raw\SmellNet\base_data\training\apple\apple_1.csv,apple,train,train
apple_1.csv::w5,data\raw\SmellNet\base_data\training\apple\apple_1.csv,apple,train,train
apple_1.csv::w6,data\raw\SmellNet\base_data\training\apple\apple_1.csv,apple,train,train
apple_1.csv::w7,data\raw\SmellNet\base_data\training\apple\apple_1.csv,apple,train,train
apple_1.csv::w8,data\raw\SmellNet\base_data\training\apple\apple_1.csv,apple,train,train
apple_2.csv::w0,data\raw\SmellNet\base_data\training\apple\apple_2.csv,apple,train,train
apple_2.csv::w1,data\raw\SmellNet\base_data\training\apple\apple_2.csv,apple,train,train
apple_2.csv::w2,data\raw\SmellNet\base_data\training\apple\apple_2.csv,apple,train,train
apple_2.csv::w3,data\raw\SmellNet\base_data\training\apple\apple_2.csv,apple,train,train
apple_2.csv::w4,data\raw\SmellNet\base_data\training\apple\apple_2.csv,apple,train,train
apple_2.csv::w5,data\raw\SmellNet\base_data\training\apple\apple_2.csv,apple,train,train
apple_2.csv::w6,data\raw\SmellNet\base_data\training\apple\apple_2.csv,apple,train,train
apple_2.csv::w7,data\raw\SmellNet\base_data\training\apple\apple_2.csv,apple,train,train
apple_2.csv::w8,data\raw\SmellNet\base_data\training\apple\apple_2.csv,apple,train,train
apple_3.csv::w0,data\raw\SmellNet\base_data\training\apple\apple_3.csv,apple,train,val
apple_3.csv::w1,data\raw\SmellNet\base_data\training\apple\apple_3.csv,apple,train,val
apple_3.csv::w2,data\raw\SmellNet\base_data\training\apple\apple_3.csv,apple,train,val
apple_3.csv::w3,data\raw\SmellNet\base_data\training\apple\apple_3.csv,apple,train,val
apple_3.csv::w4,data\raw\SmellNet\base_data\training\apple\apple_3.csv,apple,train,val
apple_3.csv::w5,data\raw\SmellNet\base_data\training\apple\apple_3.csv,apple,train,val
apple_3.csv::w6,data\raw\SmellNet\base_data\training\apple\apple_3.csv,apple,train,val
apple_3.csv::w7,data\raw\SmellNet\base_data\training\apple\apple_3.csv,apple,train,val
apple_3.csv::w8,data\raw\SmellNet\base_data\training\apple\apple_3.csv,apple,train,val
apple_4.csv::w0,data\raw\SmellNet\base_data\training\apple\apple_4.csv,apple,train,train
apple_4.csv::w1,data\raw\SmellNet\base_data\training\apple\apple_4.csv,apple,train,train
apple_4.csv::w2,data\raw\SmellNet\base_data\training\apple\apple_4.csv,apple,train,train
apple_4.csv::w3,data\raw\SmellNet\base_data\training\apple\apple_4.csv,apple,train,train
apple_4.csv::w4,data\raw\SmellNet\base_data\training\apple\apple_4.csv,apple,train,train
apple_4.csv::w5,data\raw\SmellNet\base_data\training\apple\apple_4.csv,apple,train,train
apple_4.csv::w6,data\raw\SmellNet\base_data\training\apple\apple_4.csv,apple,train,train
apple_4.csv::w7,data\raw\SmellNet\base_data\training\apple\apple_4.csv,apple,train,train
apple_4.csv::w8,data\raw\SmellNet\base_data\training\apple\apple_4.csv,apple,train,train
apple_5.csv::w0,data\raw\SmellNet\base_data\training\apple\apple_5.csv,apple,train,train
apple_5.csv::w1,data\raw\SmellNet\base_data\training\apple\apple_5.csv,apple,train,train
apple_5.csv::w2,data\raw\SmellNet\base_data\training\apple\apple_5.csv,apple,train,train
apple_5.csv::w3,data\raw\SmellNet\base_data\training\apple\apple_5.csv,apple,train,train
apple_5.csv::w4,data\raw\SmellNet\base_data\training\apple\apple_5.csv,apple,train,train
apple_5.csv::w5,data\raw\SmellNet\base_data\training\apple\apple_5.csv,apple,train,train
apple_5.csv::w6,data\raw\SmellNet\base_data\training\apple\apple_5.csv,apple,train,train
apple_5.csv::w7,data\raw\SmellNet\base_data\training\apple\apple_5.csv,apple,train,train
apple_5.csv::w8,data\raw\SmellNet\base_data\training\apple\apple_5.csv,apple,train,train
asparagus_1.csv::w0,data\raw\SmellNet\base_data\training\asparagus\asparagus_1.csv,asparagus,train,val
asparagus_1.csv::w1,data\raw\SmellNet\base_data\training\asparagus\asparagus_1.csv,asparagus,train,val
asparagus_1.csv::w2,data\raw\SmellNet\base_data\training\asparagus\asparagus_1.csv,asparagus,train,val
asparagus_1.csv::w3,data\raw\SmellNet\base_data\training\asparagus\asparagus_1.csv,asparagus,train,val
asparagus_1.csv::w4,data\raw\SmellNet\base_data\training\asparagus\asparagus_1.csv,asparagus,train,val
asparagus_1.csv::w5,data\raw\SmellNet\base_data\training\asparagus\asparagus_1.csv,asparagus,train,val
asparagus_1.csv::w6,data\raw\SmellNet\base_data\training\asparagus\asparagus_1.csv,asparagus,train,val
asparagus_1.csv::w7,data\raw\SmellNet\base_data\training\asparagus\asparagus_1.csv,asparagus,train,val
asparagus_1.csv::w8,data\raw\SmellNet\base_data\training\asparagus\asparagus_1.csv,asparagus,train,val
asparagus_2.csv::w0,data\raw\SmellNet\base_data\training\asparagus\asparagus_2.csv,asparagus,train,train
asparagus_2.csv::w1,data\raw\SmellNet\base_data\training\asparagus\asparagus_2.csv,asparagus,train,train
asparagus_2.csv::w2,data\raw\SmellNet\base_data\training\asparagus\asparagus_2.csv,asparagus,train,train
asparagus_2.csv::w3,data\raw\SmellNet\base_data\training\asparagus\asparagus_2.csv,asparagus,train,train
asparagus_2.csv::w4,data\raw\SmellNet\base_data\training\asparagus\asparagus_2.csv,asparagus,train,train
asparagus_2.csv::w5,data\raw\SmellNet\base_data\training\asparagus\asparagus_2.csv,asparagus,train,train
asparagus_2.csv::w6,data\raw\SmellNet\base_data\training\asparagus\asparagus_2.csv,asparagus,train,train
asparagus_2.csv::w7,data\raw\SmellNet\base_data\training\asparagus\asparagus_2.csv,asparagus,train,train
asparagus_2.csv::w8,data\raw\SmellNet\base_data\training\asparagus\asparagus_2.csv,asparagus,train,train
asparagus_3.csv::w0,data\raw\SmellNet\base_data\training\asparagus\asparagus_3.csv,asparagus,train,train
asparagus_3.csv::w1,data\raw\SmellNet\base_data\training\asparagus\asparagus_3.csv,asparagus,train,train
asparagus_3.csv::w2,data\raw\SmellNet\base_data\training\asparagus\asparagus_3.csv,asparagus,train,train
asparagus_3.csv::w3,data\raw\SmellNet\base_data\training\asparagus\asparagus_3.csv,asparagus,train,train
asparagus_3.csv::w4,data\raw\SmellNet\base_data\training\asparagus\asparagus_3.csv,asparagus,train,train
asparagus_3.csv::w5,data\raw\SmellNet\base_data\training\asparagus\asparagus_3.csv,asparagus,train,train
asparagus_3.csv::w6,data\raw\SmellNet\base_data\training\asparagus\asparagus_3.csv,asparagus,train,train
asparagus_3.csv::w7,data\raw\SmellNet\base_data\training\asparagus\asparagus_3.csv,asparagus,train,train
asparagus_3.csv::w8,data\raw\SmellNet\base_data\training\asparagus\asparagus_3.csv,asparagus,train,train
asparagus_4.csv::w0,data\raw\SmellNet\base_data\training\asparagus\asparagus_4.csv,asparagus,train,train
asparagus_4.csv::w1,data\raw\SmellNet\base_data\training\asparagus\asparagus_4.csv,asparagus,train,train
asparagus_4.csv::w2,data\raw\SmellNet\base_data\training\asparagus\asparagus_4.csv,asparagus,train,train
asparagus_4.csv::w3,data\raw\SmellNet\base_data\training\asparagus\asparagus_4.csv,asparagus,train,train
asparagus_4.csv::w4,data\raw\SmellNet\base_data\training\asparagus\asparagus_4.csv,asparagus,train,train
asparagus_4.csv::w5,data\raw\SmellNet\base_data\training\asparagus\asparagus_4.csv,asparagus,train,train
asparagus_4.csv::w6,data\raw\SmellNet\base_data\training\asparagus\asparagus_4.csv,asparagus,train,train
asparagus_4.csv::w7,data\raw\SmellNet\base_data\training\asparagus\asparagus_4.csv,asparagus,train,train
asparagus_4.csv::w8,data\raw\SmellNet\base_data\training\asparagus\asparagus_4.csv,asparagus,train,train
asparagus_5.csv::w0,data\raw\SmellNet\base_data\training\asparagus\asparagus_5.csv,asparagus,train,train
asparagus_5.csv::w1,data\raw\SmellNet\base_data\training\asparagus\asparagus_5.csv,asparagus,train,train
asparagus_5.csv::w2,data\raw\SmellNet\base_data\training\asparagus\asparagus_5.csv,asparagus,train,train
asparagus_5.csv::w3,data\raw\SmellNet\base_data\training\asparagus\asparagus_5.csv,asparagus,train,train
asparagus_5.csv::w4,data\raw\SmellNet\base_data\training\asparagus\asparagus_5.csv,asparagus,train,train
asparagus_5.csv::w5,data\raw\SmellNet\base_data\training\asparagus\asparagus_5.csv,asparagus,train,train
asparagus_5.csv::w6,data\raw\SmellNet\base_data\training\asparagus\asparagus_5.csv,asparagus,train,train
asparagus_5.csv::w7,data\raw\SmellNet\base_data\training\asparagus\asparagus_5.csv,asparagus,train,train
asparagus_5.csv::w8,data\raw\SmellNet\base_data\training\asparagus\asparagus_5.csv,asparagus,train,train
avocado_1.csv::w0,data\raw\SmellNet\base_data\training\avocado\avocado_1.csv,avocado,train,train
avocado_1.csv::w1,data\raw\SmellNet\base_data\training\avocado\avocado_1.csv,avocado,train,train
avocado_1.csv::w2,data\raw\SmellNet\base_data\training\avocado\avocado_1.csv,avocado,train,train
avocado_1.csv::w3,data\raw\SmellNet\base_data\training\avocado\avocado_1.csv,avocado,train,train
avocado_1.csv::w4,data\raw\SmellNet\base_data\training\avocado\avocado_1.csv,avocado,train,train
avocado_1.csv::w5,data\raw\SmellNet\base_data\training\avocado\avocado_1.csv,avocado,train,train
avocado_1.csv::w6,data\raw\SmellNet\base_data\training\avocado\avocado_1.csv,avocado,train,train
avocado_1.csv::w7,data\raw\SmellNet\base_data\training\avocado\avocado_1.csv,avocado,train,train
avocado_1.csv::w8,data\raw\SmellNet\base_data\training\avocado\avocado_1.csv,avocado,train,train
avocado_2.csv::w0,data\raw\SmellNet\base_data\training\avocado\avocado_2.csv,avocado,train,train
avocado_2.csv::w1,data\raw\SmellNet\base_data\training\avocado\avocado_2.csv,avocado,train,train
avocado_2.csv::w2,data\raw\SmellNet\base_data\training\avocado\avocado_2.csv,avocado,train,train
avocado_2.csv::w3,data\raw\SmellNet\base_data\training\avocado\avocado_2.csv,avocado,train,train
avocado_2.csv::w4,data\raw\SmellNet\base_data\training\avocado\avocado_2.csv,avocado,train,train
avocado_2.csv::w5,data\raw\SmellNet\base_data\training\avocado\avocado_2.csv,avocado,train,train
avocado_2.csv::w6,data\raw\SmellNet\base_data\training\avocado\avocado_2.csv,avocado,train,train
avocado_2.csv::w7,data\raw\SmellNet\base_data\training\avocado\avocado_2.csv,avocado,train,train
avocado_2.csv::w8,data\raw\SmellNet\base_data\training\avocado\avocado_2.csv,avocado,train,train
avocado_3.csv::w0,data\raw\SmellNet\base_data\training\avocado\avocado_3.csv,avocado,train,train
avocado_3.csv::w1,data\raw\SmellNet\base_data\training\avocado\avocado_3.csv,avocado,train,train
avocado_3.csv::w2,data\raw\SmellNet\base_data\training\avocado\avocado_3.csv,avocado,train,train
avocado_3.csv::w3,data\raw\SmellNet\base_data\training\avocado\avocado_3.csv,avocado,train,train
avocado_3.csv::w4,data\raw\SmellNet\base_data\training\avocado\avocado_3.csv,avocado,train,train
avocado_3.csv::w5,data\raw\SmellNet\base_data\training\avocado\avocado_3.csv,avocado,train,train
avocado_3.csv::w6,data\raw\SmellNet\base_data\training\avocado\avocado_3.csv,avocado,train,train
avocado_3.csv::w7,data\raw\SmellNet\base_data\training\avocado\avocado_3.csv,avocado,train,train
avocado_3.csv::w8,data\raw\SmellNet\base_data\training\avocado\avocado_3.csv,avocado,train,train
avocado_4.csv::w0,data\raw\SmellNet\base_data\training\avocado\avocado_4.csv,avocado,train,train
avocado_4.csv::w1,data\raw\SmellNet\base_data\training\avocado\avocado_4.csv,avocado,train,train
avocado_4.csv::w2,data\raw\SmellNet\base_data\training\avocado\avocado_4.csv,avocado,train,train
avocado_4.csv::w3,data\raw\SmellNet\base_data\training\avocado\avocado_4.csv,avocado,train,train
avocado_4.csv::w4,data\raw\SmellNet\base_data\training\avocado\avocado_4.csv,avocado,train,train
avocado_4.csv::w5,data\raw\SmellNet\base_data\training\avocado\avocado_4.csv,avocado,train,train
avocado_4.csv::w6,data\raw\SmellNet\base_data\training\avocado\avocado_4.csv,avocado,train,train
avocado_4.csv::w7,data\raw\SmellNet\base_data\training\avocado\avocado_4.csv,avocado,train,train
avocado_4.csv::w8,data\raw\SmellNet\base_data\training\avocado\avocado_4.csv,avocado,train,train
avocado_5.csv::w0,data\raw\SmellNet\base_data\training\avocado\avocado_5.csv,avocado,train,val
avocado_5.csv::w1,data\raw\SmellNet\base_data\training\avocado\avocado_5.csv,avocado,train,val
avocado_5.csv::w2,data\raw\SmellNet\base_data\training\avocado\avocado_5.csv,avocado,train,val
avocado_5.csv::w3,data\raw\SmellNet\base_data\training\avocado\avocado_5.csv,avocado,train,val
avocado_5.csv::w4,data\raw\SmellNet\base_data\training\avocado\avocado_5.csv,avocado,train,val
avocado_5.csv::w5,data\raw\SmellNet\base_data\training\avocado\avocado_5.csv,avocado,train,val
avocado_5.csv::w6,data\raw\SmellNet\base_data\training\avocado\avocado_5.csv,avocado,train,val
avocado_5.csv::w7,data\raw\SmellNet\base_data\training\avocado\avocado_5.csv,avocado,train,val
avocado_5.csv::w8,data\raw\SmellNet\base_data\training\avocado\avocado_5.csv,avocado,train,val
banana_1.csv::w0,data\raw\SmellNet\base_data\training\banana\banana_1.csv,banana,train,val
banana_1.csv::w1,data\raw\SmellNet\base_data\training\banana\banana_1.csv,banana,train,val
banana_1.csv::w2,data\raw\SmellNet\base_data\training\banana\banana_1.csv,banana,train,val
banana_1.csv::w3,data\raw\SmellNet\base_data\training\banana\banana_1.csv,banana,train,val
banana_1.csv::w4,data\raw\SmellNet\base_data\training\banana\banana_1.csv,banana,train,val
banana_1.csv::w5,data\raw\SmellNet\base_data\training\banana\banana_1.csv,banana,train,val
banana_1.csv::w6,data\raw\SmellNet\base_data\training\banana\banana_1.csv,banana,train,val
banana_1.csv::w7,data\raw\SmellNet\base_data\training\banana\banana_1.csv,banana,train,val
banana_1.csv::w8,data\raw\SmellNet\base_data\training\banana\banana_1.csv,banana,train,val
banana_2.csv::w0,data\raw\SmellNet\base_data\training\banana\banana_2.csv,banana,train,train
banana_2.csv::w1,data\raw\SmellNet\base_data\training\banana\banana_2.csv,banana,train,train
banana_2.csv::w2,data\raw\SmellNet\base_data\training\banana\banana_2.csv,banana,train,train
banana_2.csv::w3,data\raw\SmellNet\base_data\training\banana\banana_2.csv,banana,train,train
banana_2.csv::w4,data\raw\SmellNet\base_data\training\banana\banana_2.csv,banana,train,train
banana_2.csv::w5,data\raw\SmellNet\base_data\training\banana\banana_2.csv,banana,train,train
banana_2.csv::w6,data\raw\SmellNet\base_data\training\banana\banana_2.csv,banana,train,train
banana_2.csv::w7,data\raw\SmellNet\base_data\training\banana\banana_2.csv,banana,train,train
banana_2.csv::w8,data\raw\SmellNet\base_data\training\banana\banana_2.csv,banana,train,train
banana_3.csv::w0,data\raw\SmellNet\base_data\training\banana\banana_3.csv,banana,train,train
banana_3.csv::w1,data\raw\SmellNet\base_data\training\banana\banana_3.csv,banana,train,train
banana_3.csv::w2,data\raw\SmellNet\base_data\training\banana\banana_3.csv,banana,train,train
banana_3.csv::w3,data\raw\SmellNet\base_data\training\banana\banana_3.csv,banana,train,train
banana_3.csv::w4,data\raw\SmellNet\base_data\training\banana\banana_3.csv,banana,train,train
banana_3.csv::w5,data\raw\SmellNet\base_data\training\banana\banana_3.csv,banana,train,train
banana_3.csv::w6,data\raw\SmellNet\base_data\training\banana\banana_3.csv,banana,train,train
banana_3.csv::w7,data\raw\SmellNet\base_data\training\banana\banana_3.csv,banana,train,train
banana_3.csv::w8,data\raw\SmellNet\base_data\training\banana\banana_3.csv,banana,train,train
banana_4.csv::w0,data\raw\SmellNet\base_data\training\banana\banana_4.csv,banana,train,train
banana_4.csv::w1,data\raw\SmellNet\base_data\training\banana\banana_4.csv,banana,train,train
banana_4.csv::w2,data\raw\SmellNet\base_data\training\banana\banana_4.csv,banana,train,train
banana_4.csv::w3,data\raw\SmellNet\base_data\training\banana\banana_4.csv,banana,train,train
banana_4.csv::w4,data\raw\SmellNet\base_data\training\banana\banana_4.csv,banana,train,train
banana_4.csv::w5,data\raw\SmellNet\base_data\training\banana\banana_4.csv,banana,train,train
banana_4.csv::w6,data\raw\SmellNet\base_data\training\banana\banana_4.csv,banana,train,train
banana_4.csv::w7,data\raw\SmellNet\base_data\training\banana\banana_4.csv,banana,train,train
banana_4.csv::w8,data\raw\SmellNet\base_data\training\banana\banana_4.csv,banana,train,train
banana_5.csv::w0,data\raw\SmellNet\base_data\training\banana\banana_5.csv,banana,train,train
banana_5.csv::w1,data\raw\SmellNet\base_data\training\banana\banana_5.csv,banana,train,train
banana_5.csv::w2,data\raw\SmellNet\base_data\training\banana\banana_5.csv,banana,train,train
banana_5.csv::w3,data\raw\SmellNet\base_data\training\banana\banana_5.csv,banana,train,train
banana_5.csv::w4,data\raw\SmellNet\base_data\training\banana\banana_5.csv,banana,train,train
banana_5.csv::w5,data\raw\SmellNet\base_data\training\banana\banana_5.csv,banana,train,train
banana_5.csv::w6,data\raw\SmellNet\base_data\training\banana\banana_5.csv,banana,train,train
banana_5.csv::w7,data\raw\SmellNet\base_data\training\banana\banana_5.csv,banana,train,train
banana_5.csv::w8,data\raw\SmellNet\base_data\training\banana\banana_5.csv,banana,train,train
brazil_nut_1.csv::w0,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_1.csv,brazil_nut,train,train
brazil_nut_1.csv::w1,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_1.csv,brazil_nut,train,train
brazil_nut_1.csv::w2,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_1.csv,brazil_nut,train,train
