sample_id,group,label,split
avocado_2.csv::w5,data\raw\SmellNet\base_data\training\avocado\avocado_2.csv,avocado,test
avocado_2.csv::w6,data\raw\SmellNet\base_data\training\avocado\avocado_2.csv,avocado,test
avocado_3.csv::w0,data\raw\SmellNet\base_data\training\avocado\avocado_3.csv,avocado,test
avocado_3.csv::w1,data\raw\SmellNet\base_data\training\avocado\avocado_3.csv,avocado,test
avocado_3.csv::w2,data\raw\SmellNet\base_data\training\avocado\avocado_3.csv,avocado,test
avocado_3.csv::w3,data\raw\SmellNet\base_data\training\avocado\avocado_3.csv,avocado,test
avocado_3.csv::w4,data\raw\SmellNet\base_data\training\avocado\avocado_3.csv,avocado,test
avocado_3.csv::w5,data\raw\SmellNet\base_data\training\avocado\avocado_3.csv,avocado,test
avocado_3.csv::w6,data\raw\SmellNet\base_data\training\avocado\avocado_3.csv,avocado,test
avocado_4.csv::w0,data\raw\SmellNet\base_data\training\avocado\avocado_4.csv,avocado,test
avocado_4.csv::w1,data\raw\SmellNet\base_data\training\avocado\avocado_4.csv,avocado,test
avocado_4.csv::w2,data\raw\SmellNet\base_data\training\avocado\avocado_4.csv,avocado,test
avocado_4.csv::w3,data\raw\SmellNet\base_data\training\avocado\avocado_4.csv,avocado,test
avocado_4.csv::w4,data\raw\SmellNet\base_data\training\avocado\avocado_4.csv,avocado,test
avocado_4.csv::w5,data\raw\SmellNet\base_data\training\avocado\avocado_4.csv,avocado,test
avocado_4.csv::w6,data\raw\SmellNet\base_data\training\avocado\avocado_4.csv,avocado,test
avocado_5.csv::w0,data\raw\SmellNet\base_data\training\avocado\avocado_5.csv,avocado,train
avocado_5.csv::w1,data\raw\SmellNet\base_data\training\avocado\avocado_5.csv,avocado,train
avocado_5.csv::w2,data\raw\SmellNet\base_data\training\avocado\avocado_5.csv,avocado,train
avocado_5.csv::w3,data\raw\SmellNet\base_data\training\avocado\avocado_5.csv,avocado,train
avocado_5.csv::w4,data\raw\SmellNet\base_data\training\avocado\avocado_5.csv,avocado,train
avocado_5.csv::w5,data\raw\SmellNet\base_data\training\avocado\avocado_5.csv,avocado,train
avocado_5.csv::w6,data\raw\SmellNet\base_data\training\avocado\avocado_5.csv,avocado,train
banana_1.csv::w0,data\raw\SmellNet\base_data\training\banana\banana_1.csv,banana,train
banana_1.csv::w1,data\raw\SmellNet\base_data\training\banana\banana_1.csv,banana,train
banana_1.csv::w2,data\raw\SmellNet\base_data\training\banana\banana_1.csv,banana,train
banana_1.csv::w3,data\raw\SmellNet\base_data\training\banana\banana_1.csv,banana,train
banana_1.csv::w4,data\raw\SmellNet\base_data\training\banana\banana_1.csv,banana,train
banana_1.csv::w5,data\raw\SmellNet\base_data\training\banana\banana_1.csv,banana,train
banana_1.csv::w6,data\raw\SmellNet\base_data\training\banana\banana_1.csv,banana,train
banana_2.csv::w0,data\raw\SmellNet\base_data\training\banana\banana_2.csv,banana,train
banana_2.csv::w1,data\raw\SmellNet\base_data\training\banana\banana_2.csv,banana,train
banana_2.csv::w2,data\raw\SmellNet\base_data\training\banana\banana_2.csv,banana,train
banana_2.csv::w3,data\raw\SmellNet\base_data\training\banana\banana_2.csv,banana,train
banana_2.csv::w4,data\raw\SmellNet\base_data\training\banana\banana_2.csv,banana,train
banana_2.csv::w5,data\raw\SmellNet\base_data\training\banana\banana_2.csv,banana,train
banana_2.csv::w6,data\raw\SmellNet\base_data\training\banana\banana_2.csv,banana,train
banana_3.csv::w0,data\raw\SmellNet\base_data\training\banana\banana_3.csv,banana,train
banana_3.csv::w1,data\raw\SmellNet\base_data\training\banana\banana_3.csv,banana,train
banana_3.csv::w2,data\raw\SmellNet\base_data\training\banana\banana_3.csv,banana,train
banana_3.csv::w3,data\raw\SmellNet\base_data\training\banana\banana_3.csv,banana,train
banana_3.csv::w4,data\raw\SmellNet\base_data\training\banana\banana_3.csv,banana,train
banana_3.csv::w5,data\raw\SmellNet\base_data\training\banana\banana_3.csv,banana,train
banana_3.csv::w6,data\raw\SmellNet\base_data\training\banana\banana_3.csv,banana,train
banana_4.csv::w0,data\raw\SmellNet\base_data\training\banana\banana_4.csv,banana,train
banana_4.csv::w1,data\raw\SmellNet\base_data\training\banana\banana_4.csv,banana,train
banana_4.csv::w2,data\raw\SmellNet\base_data\training\banana\banana_4.csv,banana,train
banana_4.csv::w3,data\raw\SmellNet\base_data\training\banana\banana_4.csv,banana,train
banana_4.csv::w4,data\raw\SmellNet\base_data\training\banana\banana_4.csv,banana,train
banana_4.csv::w5,data\raw\SmellNet\base_data\training\banana\banana_4.csv,banana,train
banana_4.csv::w6,data\raw\SmellNet\base_data\training\banana\banana_4.csv,banana,train
banana_5.csv::w0,data\raw\SmellNet\base_data\training\banana\banana_5.csv,banana,val
banana_5.csv::w1,data\raw\SmellNet\base_data\training\banana\banana_5.csv,banana,val
banana_5.csv::w2,data\raw\SmellNet\base_data\training\banana\banana_5.csv,banana,val
banana_5.csv::w3,data\raw\SmellNet\base_data\training\banana\banana_5.csv,banana,val
banana_5.csv::w4,data\raw\SmellNet\base_data\training\banana\banana_5.csv,banana,val
banana_5.csv::w5,data\raw\SmellNet\base_data\training\banana\banana_5.csv,banana,val
banana_5.csv::w6,data\raw\SmellNet\base_data\training\banana\banana_5.csv,banana,val
brazil_nut_1.csv::w0,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_1.csv,brazil_nut,train
brazil_nut_1.csv::w1,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_1.csv,brazil_nut,train
brazil_nut_1.csv::w2,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_1.csv,brazil_nut,train
brazil_nut_1.csv::w3,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_1.csv,brazil_nut,train
brazil_nut_1.csv::w4,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_1.csv,brazil_nut,train
brazil_nut_1.csv::w5,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_1.csv,brazil_nut,train
brazil_nut_1.csv::w6,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_1.csv,brazil_nut,train
brazil_nut_2.csv::w0,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_2.csv,brazil_nut,train
brazil_nut_2.csv::w1,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_2.csv,brazil_nut,train
brazil_nut_2.csv::w2,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_2.csv,brazil_nut,train
brazil_nut_2.csv::w3,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_2.csv,brazil_nut,train
brazil_nut_2.csv::w4,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_2.csv,brazil_nut,train
brazil_nut_2.csv::w5,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_2.csv,brazil_nut,train
brazil_nut_2.csv::w6,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_2.csv,brazil_nut,train
brazil_nut_3.csv::w0,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_3.csv,brazil_nut,val
brazil_nut_3.csv::w1,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_3.csv,brazil_nut,val
brazil_nut_3.csv::w2,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_3.csv,brazil_nut,val
brazil_nut_3.csv::w3,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_3.csv,brazil_nut,val
brazil_nut_3.csv::w4,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_3.csv,brazil_nut,val
brazil_nut_3.csv::w5,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_3.csv,brazil_nut,val
brazil_nut_3.csv::w6,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_3.csv,brazil_nut,val
brazil_nut_4.csv::w0,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_4.csv,brazil_nut,train
brazil_nut_4.csv::w1,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_4.csv,brazil_nut,train
brazil_nut_4.csv::w2,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_4.csv,brazil_nut,train
brazil_nut_4.csv::w3,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_4.csv,brazil_nut,train
brazil_nut_4.csv::w4,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_4.csv,brazil_nut,train
brazil_nut_4.csv::w5,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_4.csv,brazil_nut,train
brazil_nut_4.csv::w6,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_4.csv,brazil_nut,train
brazil_nut_5.csv::w0,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_5.csv,brazil_nut,train
brazil_nut_5.csv::w1,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_5.csv,brazil_nut,train
brazil_nut_5.csv::w2,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_5.csv,brazil_nut,train
brazil_nut_5.csv::w3,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_5.csv,brazil_nut,train
brazil_nut_5.csv::w4,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_5.csv,brazil_nut,train
brazil_nut_5.csv::w5,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_5.csv,brazil_nut,train
brazil_nut_5.csv::w6,data\raw\SmellNet\base_data\training\brazil_nut\brazil_nut_5.csv,brazil_nut,train
broccoli_1.csv::w0,data\raw\SmellNet\base_data\training\broccoli\broccoli_1.csv,broccoli,test
broccoli_1.csv::w1,data\raw\SmellNet\base_data\training\broccoli\broccoli_1.csv,broccoli,test
broccoli_1.csv::w2,data\raw\SmellNet\base_data\training\broccoli\broccoli_1.csv,broccoli,test
broccoli_1.csv::w3,data\raw\SmellNet\base_data\training\broccoli\broccoli_1.csv,broccoli,test
broccoli_1.csv::w4,data\raw\SmellNet\base_data\training\broccoli\broccoli_1.csv,broccoli,test
broccoli_1.csv::w5,data\raw\SmellNet\base_data\training\broccoli\broccoli_1.csv,broccoli,test
broccoli_1.csv::w6,data\raw\SmellNet\base_data\training\broccoli\broccoli_1.csv,broccoli,test
broccoli_2.csv::w0,data\raw\SmellNet\base_data\training\broccoli\broccoli_2.csv,broccoli,train
broccoli_2.csv::w1,data\raw\SmellNet\base_data\training\broccoli\broccoli_2.csv,broccoli,train
broccoli_2.csv::w2,data\raw\SmellNet\base_data\training\broccoli\broccoli_2.csv,broccoli,train
broccoli_2.csv::w3,data\raw\SmellNet\base_data\training\broccoli\broccoli_2.csv,broccoli,train
broccoli_2.csv::w4,data\raw\SmellNet\base_data\training\broccoli\broccoli_2.csv,broccoli,train
broccoli_2.csv::w5,data\raw\SmellNet\base_data\training\broccoli\broccoli_2.csv,broccoli,train
broccoli_2.csv::w6,data\raw\SmellNet\base_data\training\broccoli\broccoli_2.csv,broccoli,train
broccoli_3.csv::w0,data\raw\SmellNet\base_data\training\broccoli\broccoli_3.csv,broccoli,test
broccoli_3.csv::w1,data\raw\SmellNet\base_data\training\broccoli\broccoli_3.csv,broccoli,test
broccoli_3.csv::w2,data\raw\SmellNet\base_data\training\broccoli\broccoli_3.csv,broccoli,test
broccoli_3.csv::w3,data\raw\SmellNet\base_data\training\broccoli\broccoli_3.csv,broccoli,test
broccoli_3.csv::w4,data\raw\SmellNet\base_data\training\broccoli\broccoli_3.csv,broccoli,test
broccoli_3.csv::w5,data\raw\SmellNet\base_data\training\broccoli\broccoli_3.csv,broccoli,test
broccoli_3.csv::w6,data\raw\SmellNet\base_data\training\broccoli\broccoli_3.csv,broccoli,test
broccoli_4.csv::w0,data\raw\SmellNet\base_data\training\broccoli\broccoli_4.csv,broccoli,test
broccoli_4.csv::w1,data\raw\SmellNet\base_data\training\broccoli\broccoli_4.csv,broccoli,test
broccoli_4.csv::w2,data\raw\SmellNet\base_data\training\broccoli\broccoli_4.csv,broccoli,test
broccoli_4.csv::w3,data\raw\SmellNet\base_data\training\broccoli\broccoli_4.csv,broccoli,test
broccoli_4.csv::w4,data\raw\SmellNet\base_data\training\broccoli\broccoli_4.csv,broccoli,test
broccoli_4.csv::w5,data\raw\SmellNet\base_data\training\broccoli\broccoli_4.csv,broccoli,test
broccoli_4.csv::w6,data\raw\SmellNet\base_data\training\broccoli\broccoli_4.csv,broccoli,test
broccoli_5.csv::w0,data\raw\SmellNet\base_data\training\broccoli\broccoli_5.csv,broccoli,val
broccoli_5.csv::w1,data\raw\SmellNet\base_data\training\broccoli\broccoli_5.csv,broccoli,val
broccoli_5.csv::w2,data\raw\SmellNet\base_data\training\broccoli\broccoli_5.csv,broccoli,val
broccoli_5.csv::w3,data\raw\SmellNet\base_data\training\broccoli\broccoli_5.csv,broccoli,val
broccoli_5.csv::w4,data\raw\SmellNet\base_data\training\broccoli\broccoli_5.csv,broccoli,val
broccoli_5.csv::w5,data\raw\SmellNet\base_data\training\broccoli\broccoli_5.csv,broccoli,val
broccoli_5.csv::w6,data\raw\SmellNet\base_data\training\broccoli\broccoli_5.csv,broccoli,val
brussel_sprouts_1.csv::w0,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_1.csv,brussel_sprouts,train
brussel_sprouts_1.csv::w1,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_1.csv,brussel_sprouts,train
brussel_sprouts_1.csv::w2,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_1.csv,brussel_sprouts,train
brussel_sprouts_1.csv::w3,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_1.csv,brussel_sprouts,train
brussel_sprouts_1.csv::w4,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_1.csv,brussel_sprouts,train
brussel_sprouts_1.csv::w5,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_1.csv,brussel_sprouts,train
brussel_sprouts_1.csv::w6,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_1.csv,brussel_sprouts,train
brussel_sprouts_2.csv::w0,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_2.csv,brussel_sprouts,train
brussel_sprouts_2.csv::w1,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_2.csv,brussel_sprouts,train
brussel_sprouts_2.csv::w2,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_2.csv,brussel_sprouts,train
brussel_sprouts_2.csv::w3,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_2.csv,brussel_sprouts,train
brussel_sprouts_2.csv::w4,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_2.csv,brussel_sprouts,train
brussel_sprouts_2.csv::w5,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_2.csv,brussel_sprouts,train
brussel_sprouts_2.csv::w6,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_2.csv,brussel_sprouts,train
brussel_sprouts_3.csv::w0,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_3.csv,brussel_sprouts,test
brussel_sprouts_3.csv::w1,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_3.csv,brussel_sprouts,test
brussel_sprouts_3.csv::w2,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_3.csv,brussel_sprouts,test
brussel_sprouts_3.csv::w3,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_3.csv,brussel_sprouts,test
brussel_sprouts_3.csv::w4,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_3.csv,brussel_sprouts,test
brussel_sprouts_3.csv::w5,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_3.csv,brussel_sprouts,test
brussel_sprouts_3.csv::w6,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_3.csv,brussel_sprouts,test
brussel_sprouts_4.csv::w0,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_4.csv,brussel_sprouts,train
brussel_sprouts_4.csv::w1,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_4.csv,brussel_sprouts,train
brussel_sprouts_4.csv::w2,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_4.csv,brussel_sprouts,train
brussel_sprouts_4.csv::w3,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_4.csv,brussel_sprouts,train
brussel_sprouts_4.csv::w4,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_4.csv,brussel_sprouts,train
brussel_sprouts_4.csv::w5,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_4.csv,brussel_sprouts,train
brussel_sprouts_4.csv::w6,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_4.csv,brussel_sprouts,train
brussel_sprouts_5.csv::w0,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_5.csv,brussel_sprouts,train
brussel_sprouts_5.csv::w1,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_5.csv,brussel_sprouts,train
brussel_sprouts_5.csv::w2,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_5.csv,brussel_sprouts,train
brussel_sprouts_5.csv::w3,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_5.csv,brussel_sprouts,train
brussel_sprouts_5.csv::w4,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_5.csv,brussel_sprouts,train
brussel_sprouts_5.csv::w5,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_5.csv,brussel_sprouts,train
brussel_sprouts_5.csv::w6,data\raw\SmellNet\base_data\training\brussel_sprouts\brussel_sprouts_5.csv,brussel_sprouts,train
cabbage_1.csv::w0,data\raw\SmellNet\base_data\training\cabbage\cabbage_1.csv,cabbage,train
cabbage_1.csv::w1,data\raw\SmellNet\base_data\training\cabbage\cabbage_1.csv,cabbage,train
cabbage_1.csv::w2,data\raw\SmellNet\base_data\training\cabbage\cabbage_1.csv,cabbage,train
cabbage_1.csv::w3,data\raw\SmellNet\base_data\training\cabbage\cabbage_1.csv,cabbage,train
cabbage_1.csv::w4,data\raw\SmellNet\base_data\training\cabbage\cabbage_1.csv,cabbage,train
cabbage_1.csv::w5,data\raw\SmellNet\base_data\training\cabbage\cabbage_1.csv,cabbage,train
cabbage_1.csv::w6,data\raw\SmellNet\base_data\training\cabbage\cabbage_1.csv,cabbage,train
cabbage_2.csv::w0,data\raw\SmellNet\base_data\training\cabbage\cabbage_2.csv,cabbage,val
cabbage_2.csv::w1,data\raw\SmellNet\base_data\training\cabbage\cabbage_2.csv,cabbage,val
cabbage_2.csv::w2,data\raw\SmellNet\base_data\training\cabbage\cabbage_2.csv,cabbage,val
cabbage_2.csv::w3,data\raw\SmellNet\base_data\training\cabbage\cabbage_2.csv,cabbage,val
cabbage_2.csv::w4,data\raw\SmellNet\base_data\training\cabbage\cabbage_2.csv,cabbage,val
cabbage_2.csv::w5,data\raw\SmellNet\base_data\training\cabbage\cabbage_2.csv,cabbage,val
cabbage_2.csv::w6,data\raw\SmellNet\base_data\training\cabbage\cabbage_2.csv,cabbage,val
cabbage_3.csv::w0,data\raw\SmellNet\base_data\training\cabbage\cabbage_3.csv,cabbage,train
cabbage_3.csv::w1,data\raw\SmellNet\base_data\training\cabbage\cabbage_3.csv,cabbage,train
cabbage_3.csv::w2,data\raw\SmellNet\base_data\training\cabbage\cabbage_3.csv,cabbage,train
cabbage_3.csv::w3,data\raw\SmellNet\base_data\training\cabbage\cabbage_3.csv,cabbage,train
cabbage_3.csv::w4,data\raw\SmellNet\base_data\training\cabbage\cabbage_3.csv,cabbage,train
cabbage_3.csv::w5,data\raw\SmellNet\base_data\training\cabbage\cabbage_3.csv,cabbage,train
cabbage_3.csv::w6,data\raw\SmellNet\base_data\training\cabbage\cabbage_3.csv,cabbage,train
cabbage_4.csv::w0,data\raw\SmellNet\base_data\training\cabbage\cabbage_4.csv,cabbage,train
cabbage_4.csv::w1,data\raw\SmellNet\base_data\training\cabbage\cabbage_4.csv,cabbage,train
cabbage_4.csv::w2,data\raw\SmellNet\base_data\training\cabbage\cabbage_4.csv,cabbage,train
cabbage_4.csv::w3,data\raw\SmellNet\base_data\training\cabbage\cabbage_4.csv,cabbage,train
cabbage_4.csv::w4,data\raw\SmellNet\base_data\training\cabbage\cabbage_4.csv,cabbage,train
cabbage_4.csv::w5,data\raw\SmellNet\base_data\training\cabbage\cabbage_4.csv,cabbage,train
cabbage_4.csv::w6,data\raw\SmellNet\base_data\training\cabbage\cabbage_4.csv,cabbage,train
cabbage_5.csv::w0,data\raw\SmellNet\base_data\training\cabbage\cabbage_5.csv,cabbage,test
cabbage_5.csv::w1,data\raw\SmellNet\base_data\training\cabbage\cabbage_5.csv,cabbage,test
cabbage_5.csv::w2,data\raw\SmellNet\base_data\training\cabbage\cabbage_5.csv,cabbage,test
cabbage_5.csv::w3,data\raw\SmellNet\base_data\training\cabbage\cabbage_5.csv,cabbage,test
cabbage_5.csv::w4,data\raw\SmellNet\base_data\training\cabbage\cabbage_5.csv,cabbage,test
cabbage_5.csv::w5,data\raw\SmellNet\base_data\training\cabbage\cabbage_5.csv,cabbage,test
cabbage_5.csv::w6,data\raw\SmellNet\base_data\training\cabbage\cabbage_5.csv,cabbage,test
cashew_1.csv::w0,data\raw\SmellNet\base_data\training\cashew\cashew_1.csv,cashew,train
cashew_1.csv::w1,data\raw\SmellNet\base_data\training\cashew\cashew_1.csv,cashew,train
cashew_1.csv::w2,data\raw\SmellNet\base_data\training\cashew\cashew_1.csv,cashew,train
cashew_1.csv::w3,data\raw\SmellNet\base_data\training\cashew\cashew_1.csv,cashew,train
cashew_1.csv::w4,data\raw\SmellNet\base_data\training\cashew\cashew_1.csv,cashew,train
cashew_1.csv::w5,data\raw\SmellNet\base_data\training\cashew\cashew_1.csv,cashew,train
cashew_1.csv::w6,data\raw\SmellNet\base_data\training\cashew\cashew_1.csv,cashew,train
cashew_2.csv::w0,data\raw\SmellNet\base_data\training\cashew\cashew_2.csv,cashew,train
cashew_2.csv::w1,data\raw\SmellNet\base_data\training\cashew\cashew_2.csv,cashew,train
cashew_2.csv::w2,data\raw\SmellNet\base_data\training\cashew\cashew_2.csv,cashew,train
cashew_2.csv::w3,data\raw\SmellNet\base_data\training\cashew\cashew_2.csv,cashew,train
cashew_2.csv::w4,data\raw\SmellNet\base_data\training\cashew\cashew_2.csv,cashew,train
cashew_2.csv::w5,data\raw\SmellNet\base_data\training\cashew\cashew_2.csv,cashew,train
cashew_2.csv::w6,data\raw\SmellNet\base_data\training\cashew\cashew_2.csv,cashew,train
cashew_3.csv::w0,data\raw\SmellNet\base_data\training\cashew\cashew_3.csv,cashew,train
cashew_3.csv::w1,data\raw\SmellNet\base_data\training\cashew\cashew_3.csv,cashew,train
cashew_3.csv::w2,data\raw\SmellNet\base_data\training\cashew\cashew_3.csv,cashew,train
cashew_3.csv::w3,data\raw\SmellNet\base_data\training\cashew\cashew_3.csv,cashew,train
cashew_3.csv::w4,data\raw\SmellNet\base_data\training\cashew\cashew_3.csv,cashew,train
cashew_3.csv::w5,data\raw\SmellNet\base_data\training\cashew\cashew_3.csv,cashew,train
cashew_3.csv::w6,data\raw\SmellNet\base_data\training\cashew\cashew_3.csv,cashew,train
cashew_4.csv::w0,data\raw\SmellNet\base_data\training\cashew\cashew_4.csv,cashew,train
cashew_4.csv::w1,data\raw\SmellNet\base_data\training\cashew\cashew_4.csv,cashew,train
cashew_4.csv::w2,data\raw\SmellNet\base_data\training\cashew\cashew_4.csv,cashew,train
cashew_4.csv::w3,data\raw\SmellNet\base_data\training\cashew\cashew_4.csv,cashew,train
cashew_4.csv::w4,data\raw\SmellNet\base_data\training\cashew\cashew_4.csv,cashew,train
cashew_4.csv::w5,data\raw\SmellNet\base_data\training\cashew\cashew_4.csv,cashew,train
cashew_4.csv::w6,data\raw\SmellNet\base_data\training\cashew\cashew_4.csv,cashew,train
cashew_5.csv::w0,data\raw\SmellNet\base_data\training\cashew\cashew_5.csv,cashew,test
cashew_5.csv::w1,data\raw\SmellNet\base_data\training\cashew\cashew_5.csv,cashew,test
cashew_5.csv::w2,data\raw\SmellNet\base_data\training\cashew\cashew_5.csv,cashew,test
cashew_5.csv::w3,data\raw\SmellNet\base_data\training\cashew\cashew_5.csv,cashew,test
cashew_5.csv::w4,data\raw\SmellNet\base_data\training\cashew\cashew_5.csv,cashew,test
cashew_5.csv::w5,data\raw\SmellNet\base_data\training\cashew\cashew_5.csv,cashew,test
cashew_5.csv::w6,data\raw\SmellNet\base_data\training\cashew\cashew_5.csv,cashew,test
cauliflower_1.csv::w0,data\raw\SmellNet\base_data\training\cauliflower\cauliflower_1.csv,cauliflower,val
cauliflower_1.csv::w1,data\raw\SmellNet\base_data\training\cauliflower\cauliflower_1.csv,cauliflower,val
cauliflower_1.csv::w2,data\raw\SmellNet\base_data\training\cauliflower\cauliflower_1.csv,cauliflower,val
cauliflower_1.csv::w3,data\raw\SmellNet\base_data\training\cauliflower\cauliflower_1.csv,cauliflower,val
cauliflower_1.csv::w4,data\raw\SmellNet\base_data\training\cauliflower\cauliflower_1.csv,cauliflower,val
cauliflower_1.csv::w5,data\raw\SmellNet\base_data\training\cauliflower\cauliflower_1.csv,cauliflower,val
cauliflower_1.csv::w6,data\raw\SmellNet\base_data\training\cauliflower\cauliflower_1.csv,cauliflower,val
cauliflower_2.csv::w0,data\raw\SmellNet\base_data\training\cauliflower\cauliflower_2.csv,cauliflower,test
cauliflower_2.csv::w1,data\raw\SmellNet\base_data\training\cauliflower\cauliflower_2.csv,cauliflower,test
cauliflower_2.csv::w2,data\raw\SmellNet\base_data\training\cauliflower\cauliflower_2.csv,cauliflower,test
cauliflower_2.csv::w3,data\raw\SmellNet\base_data\training\cauliflower\cauliflower_2.csv,cauliflower,test
cauliflower_2.csv::w4,data\raw\SmellNet\base_data\training\cauliflower\cauliflower_2.csv,cauliflower,test
cauliflower_2.csv::w5,data\raw\SmellNet\base_data\training\cauliflower\cauliflower_2.csv,cauliflower,test
cauliflower_2.csv::w6,data\raw\SmellNet\base_data\training\cauliflower\cauliflower_2.csv,cauliflower,test
cauliflower_3.csv::w0,data\raw\SmellNet\base_data\training\cauliflower\cauliflower_3.csv,cauliflower,train
cauliflower_3.csv::w1,data\raw\SmellNet\base_data\training\cauliflower\cauliflower_3.csv,cauliflower,train
cauliflower_3.csv::w2,data\raw\SmellNet\base_data\training\cauliflower\cauliflower_3.csv,cauliflower,train
cauliflower_3.csv::w3,data\raw\SmellNet\base_data\training\cauliflower\cauliflower_3.csv,cauliflower,train
cauliflower_3.csv::w4,data\raw\SmellNet\base_data\training\cauliflower\cauliflower_3.csv,cauliflower,train
cauliflower_3.csv::w5,data\raw\SmellNet\base_data\training\cauliflower\cauliflower_3.csv,cauliflower,train
cauliflower_3.csv::w6,data\raw\SmellNet\base_data\training\cauliflower\cauliflower_3.csv,cauliflower,train
cauliflower_4.csv::w0,data\raw\SmellNet\base_data\training\cauliflower\cauliflower_4.csv,cauliflower,test
cauliflower_4.csv::w1,data\raw\SmellNet\base_data\training\cauliflower\cauliflower_4.csv,cauliflower,test
cauliflower_4.csv::w2,data\raw\SmellNet\base_data\training\cauliflower\cauliflower_4.csv,cauliflower,test
cauliflower_4.csv::w3,data\raw\SmellNet\base_data\training\cauliflower\cauliflower_4.csv,cauliflower,test
cauliflower_4.csv::w4,data\raw\SmellNet\base_data\training\cauliflower\cauliflower_4.csv,cauliflower,test
cauliflower_4.csv::w5,data\raw\SmellNet\base_data\training\cauliflower\cauliflower_4.csv,cauliflower,test
